shooto_fighter_id,name_kanji,name_romaji,gym,weight_class_label,last_result_date,source_url,url_contains_romaji,slug_candidate_from_romaji_TABLE_TEXT_NOT_URL,mnews_fighters_ts_match_via_findFighterSlugByName,is_required_60_missing,is_required_19_listed
492,MAGISA,MAGISA,ゼロ戦クラブ水島支部,ストロー級 [ -52.2 Kg ]B,2015-12-06,https://www.shooto-mma.com/fighters/?id=492,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",magisa,,,
748,クラウジエレ フレイタス,Claudiere Freire,,ライト級 [ -70.3 Kg ]B,2008-01-26,https://www.shooto-mma.com/fighters/?id=748,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",claudiere-freire,,,
1004,カーロ プラター,Carlo Prater,THGJITSU,ライト級 [ -70.3 Kg ]B,2012-12-24,https://www.shooto-mma.com/fighters/?id=1004,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",carlo-prater,,,
749,ジオヴァニ ジニス,Giovanni Diniz,,ライト級 [ -70.3 Kg ]B,2012-05-18,https://www.shooto-mma.com/fighters/?id=749,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",giovanni-diniz,,,
1005,ダレル モナヒュー,Darrell Montague,ミレニアMMA,フライ級 [ -56.7 Kg ]B,2012-12-24,https://www.shooto-mma.com/fighters/?id=1005,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",darrell-montague,,,
750,マテウス マチャド,Mateus Machado,,ライト級 [ -70.3 Kg ]B,2008-08-30,https://www.shooto-mma.com/fighters/?id=750,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mateus-machado,,,
1006,イアン ラブランド,Ian Loveland,SPORTS LAB,バンタム級 [ -61.2 Kg ]B,2012-12-24,https://www.shooto-mma.com/fighters/?id=1006,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ian-loveland,,,
751,ランディ ステイケ,Randy Steinke,,ライト級 [ -70.3 Kg ]B,2008-11-29,https://www.shooto-mma.com/fighters/?id=751,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",randy-steinke,,,
1007,V.V.MEI,,フリー,ストロー級 [ -52.2 Kg ]B,2012-12-24,https://www.shooto-mma.com/fighters/?id=1007,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
497,ゲン イケダ,Gen Ikeda,,ストロー級 [ -52.2 Kg ]B,2011-04-17,https://www.shooto-mma.com/fighters/?id=497,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",gen-ikeda,,,
753,ビンス オーティズ,Vince Ortiz,,ライト級 [ -70.3 Kg ]B,2008-05-03,https://www.shooto-mma.com/fighters/?id=753,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",vince-ortiz,,,
1009,クンタップ ジャレンチャイ ソムチャイ,Kuntap Charcenchai,ムエタイワールドジム,ライト級 [ -70.3 Kg ]B,2012-12-24,https://www.shooto-mma.com/fighters/?id=1009,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kuntap-charcenchai,,,
754,クレイ グイダ,Clay Guida,,ライト級 [ -70.3 Kg ]B,2006-07-21,https://www.shooto-mma.com/fighters/?id=754,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",clay-guida,,,
1010,ヘンリー マタモロス,Henry Matamoros,,ライト級 [ -70.3 Kg ]B,2001-11-17,https://www.shooto-mma.com/fighters/?id=1010,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",henry-matamoros,,,
1011,ブルーノ ケロイ,Bruno Queroy,,ライト級 [ -70.3 Kg ]B,2001-09-02,https://www.shooto-mma.com/fighters/?id=1011,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",bruno-queroy,,,
1012,チャーリー ピアソン,Charlie Pearson,,ライト級 [ -70.3 Kg ]B,2001-06-30,https://www.shooto-mma.com/fighters/?id=1012,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",charlie-pearson,,,
502,津村 舞騎咲,Makisaki Tsumura,ゼロ戦クラブ水島支部,ストロー級 [ -52.2 Kg ]B,2014-05-25,https://www.shooto-mma.com/fighters/?id=502,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",makisaki-tsumura,,,
1014,三上 洋平,Yohei Mikami,,バンタム級 [ -61.2 Kg ]B,2003-09-05,https://www.shooto-mma.com/fighters/?id=1014,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yohei-mikami,,,
503,ジェレミー ボルト,Jeremy Bolt,,フライ級 [ -56.7 Kg ]B,2000-11-18,https://www.shooto-mma.com/fighters/?id=503,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jeremy-bolt,,,
1015,ナディア ヴァン・デル・ウェル,Nadia van der Wel,,ストロー級 [ -52.2 Kg ]B,2004-12-14,https://www.shooto-mma.com/fighters/?id=1015,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nadia-van-der-wel,,,
760,ラミュナス コマス,Ramunas Komas,ティターナス,ライト級 [ -70.3 Kg ]B,2004-11-21,https://www.shooto-mma.com/fighters/?id=760,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ramunas-komas,,,
1016,アンナ ミッシェル ダンテス,Ana Michelle,,ストロー級 [ -52.2 Kg ]B,2005-03-12,https://www.shooto-mma.com/fighters/?id=1016,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ana-michelle,,,
1528,白木 大輔,,CARPE DIEM HOPE,闘裸男B,2022-12-04,https://www.shooto-mma.com/fighters/?id=1528,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
505,ホジソン ホシャ,Hudson Rocha,,フライ級 [ -56.7 Kg ]B,2002-03-09,https://www.shooto-mma.com/fighters/?id=505,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hudson-rocha,,,
1017,チョン ダーレ,Chon Dah Le,,ストロー級 [ -52.2 Kg ]B,2005-12-17,https://www.shooto-mma.com/fighters/?id=1017,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",chon-dah-le,,,
1529,本村 結,,カルペディエム福岡,アマチュア修斗B,2022-12-04,https://www.shooto-mma.com/fighters/?id=1529,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
1018,チェ ウンブン,Chu Won Bun,,ストロー級 [ -52.2 Kg ]B,2009-05-10,https://www.shooto-mma.com/fighters/?id=1018,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",chu-won-bun,,,
1530,山本 恵愛,,TEAM AGENT,キッズ・ジュニア修斗B,2022-12-04,https://www.shooto-mma.com/fighters/?id=1530,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
1019,アレックス リッチ,Alex Ricci,M1タイボクシング/ブラックジリアンズ,ライト級 [ -70.3 Kg ]B,,https://www.shooto-mma.com/fighters/?id=1019,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",alex-ricci,,,
1531,佐々木 咲耶,,BURST,キッズ・ジュニア修斗B,2022-12-04,https://www.shooto-mma.com/fighters/?id=1531,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
508,ダニエル オテロ,Daniel Otero,,フライ級 [ -56.7 Kg ]B,2007-05-18,https://www.shooto-mma.com/fighters/?id=508,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",daniel-otero,,,
1020,アンソニー ドゥー,Anthony Do,アメリカン・キックボクシング・アカデミー,ストロー級 [ -52.2 Kg ]B,2016-09-19,https://www.shooto-mma.com/fighters/?id=1020,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",anthony-do,,,
1532,上瀬 あかり,,毛利道場,女子B,2023-12-03,https://www.shooto-mma.com/fighters/?id=1532,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
766,マーク モレノ,Mark Moreno,,ライト級 [ -70.3 Kg ]B,2003-05-09,https://www.shooto-mma.com/fighters/?id=766,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mark-moreno,,,
767,ニック ディアス,Nick Diaz,,ライト級 [ -70.3 Kg ]B,2002-12-14,https://www.shooto-mma.com/fighters/?id=767,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nick-diaz,,,
1112,ジョナタン バイエス,JONATHAN VALLES,パラエストラ松戸,ウェルター級 [ -77.1 Kg ]B,2021-12-05,https://www.shooto-mma.com/fighters/?id=1112,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jonathan-valles,,,
1882,出井 海七斗,,修斗GYM神戸,ストロー級 [ -52.2 Kg ]B,2026-05-31,https://www.shooto-mma.com/fighters/?id=1882,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
639,KG 心斗,KG Shinto,マッハ道場,ライト級 [ -70.3 Kg ]B,2008-03-21,https://www.shooto-mma.com/fighters/?id=639,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kg-shinto,,,
1413,麻生 Leg Lock 祐弘,YOSHIHIRO ASO,有永道場 Team Resolve,フライ級 [ -56.7 Kg ]B,2024-01-28,https://www.shooto-mma.com/fighters/?id=1413,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yoshihiro-aso,,,
1094,伊集 龍皇,RYUON IJYU,パラエストラ小岩,バンタム級 [ -61.2 Kg ]B,2026-07-20,https://www.shooto-mma.com/fighters/?id=1094,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ryuon-ijyu,,,
1738,恵 真,ESHIN,リバーサルジム立川ALPHA,フェザー級 [ -65.8 Kg ]B,2026-04-11,https://www.shooto-mma.com/fighters/?id=1738,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",eshin,,,
1427,大田 ノヒロ,NOHIRO OTA,THE BLACKBELT JAPAN,フライ級 [ -56.7 Kg ]B,2025-04-20,https://www.shooto-mma.com/fighters/?id=1427,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nohiro-ota,,,
1172,木越 めぐみ,MEGUMI KIGOSHI,SHOOTO GYM K'z FACTORY,女子B,2019-01-27,https://www.shooto-mma.com/fighters/?id=1172,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",megumi-kigoshi,,,
1511,嵯峨 ゴーレム 健史,TAKESHI SAGA,TKエスペランサ,ライト級 [ -70.3 Kg ]B,2024-01-28,https://www.shooto-mma.com/fighters/?id=1511,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takeshi-saga,,,
1561,澤江 優侍,YUJI SAWAE,フリー,フェザー級 [ -65.8 Kg ]B,2026-07-20,https://www.shooto-mma.com/fighters/?id=1561,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuji-sawae,,,
1497,JAM,JAM,Theパラエストラ沖縄,バンタム級 [ -61.2 Kg ]B,2024-01-28,https://www.shooto-mma.com/fighters/?id=1497,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jam,,,
1657,鈴木 崇矢,TAKAYA SUZUKI,格闘DREAMERS,フライ級 [ -56.7 Kg ]B,2024-01-28,https://www.shooto-mma.com/fighters/?id=1657,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takaya-suzuki,suzuki-takaya,,
695,宋 鬼子,Kiko So,総合格闘技道場コブラ会,フェザー級 [ -65.8 Kg ]B,2016-07-03,https://www.shooto-mma.com/fighters/?id=695,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kiko-so,,,
1569,知名 昴海,SUKAI CHINA,DROP,ストロー級 [ -52.2 Kg ]B,2025-01-19,https://www.shooto-mma.com/fighters/?id=1569,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",sukai-china,,,
1456,永留 惇平,JUNPEI NAGATOME,MMA RANGERS GYM,ストロー級 [ -52.2 Kg ]B,2024-05-26,https://www.shooto-mma.com/fighters/?id=1456,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",junpei-nagatome,,,
1515,松浦 真実也,MAMIYA MATSUSHITA,総合格闘技実業団トップティア,フェザー級 [ -65.8 Kg ]B,2026-05-24,https://www.shooto-mma.com/fighters/?id=1515,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mamiya-matsushita,,,
1538,宮口 龍鳳,MIYAGUCHI RYUHO,総合格闘技道場コブラ会,バンタム級 [ -61.2 Kg ]B,2025-11-22,https://www.shooto-mma.com/fighters/?id=1538,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",miyaguchi-ryuho,miyaguchi-ryuho,,YES
1150,相澤 颯人,HAYATO AIZAWA,心技館,キッズ・ジュニア修斗B,2018-09-23,https://www.shooto-mma.com/fighters/?id=1150,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hayato-aizawa,,,
1289,有井 渚海,SHOA ARII,及川道場,新空手道連盟B,2021-07-04,https://www.shooto-mma.com/fighters/?id=1289,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shoa-arii,,,
1659,歩生,AIRU,パラエストラTB,フェザー級 [ -65.8 Kg ]B,2025-03-23,https://www.shooto-mma.com/fighters/?id=1659,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",airu,,,
267,青井 人,Jin Aoi,BLOWS,フェザー級 [ -65.8 Kg ]B,2020-02-16,https://www.shooto-mma.com/fighters/?id=267,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jin-aoi,aoi-jin,,
1337,青井 心ニ,SHINJI AOI,心技館,バンタム級 [ -61.2 Kg ]B,2026-02-18,https://www.shooto-mma.com/fighters/?id=1337,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinji-aoi,,,
1095,青井 心二,Shinji Aoi,心技館,キッズ・ジュニア修斗B,2017-07-23,https://www.shooto-mma.com/fighters/?id=1095,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinji-aoi,,,
1485,青井 太一,TAICHI AOI,心技館,フェザー級 [ -65.8 Kg ]B,2026-05-17,https://www.shooto-mma.com/fighters/?id=1485,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",taichi-aoi,aoi-taichi,,YES
777,青柳 洸志,KOJI AOYAGI,修斗GYM神戸,バンタム級 [ -61.2 Kg ]B,2026-06-28,https://www.shooto-mma.com/fighters/?id=777,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koji-aoyagi,,,
596,青山 忍,Shinobu Aoyama,和術慧舟會富山支部S.P.O.,フライ級 [ -56.7 Kg ]B,2010-10-24,https://www.shooto-mma.com/fighters/?id=596,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinobu-aoyama,,,
192,赤尾 セイジ,Seiji Akao,NEX-SPORTS,バンタム級 [ -61.2 Kg ]B,2010-12-18,https://www.shooto-mma.com/fighters/?id=192,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",seiji-akao,,,
507,赤崎 勝久,Katsuhisa Akasaki,赤崎道場A-SPIRIT,フェザー級 [ -65.8 Kg ]B,2017-09-10,https://www.shooto-mma.com/fighters/?id=507,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",katsuhisa-akasaki,,,
632,赤澤 誠,Makoto Akazawa,,フェザー級 [ -65.8 Kg ]B,2008-05-18,https://www.shooto-mma.com/fighters/?id=632,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",makoto-akazawa,,,
1246,赤羽 幾也,IKUYA AKABANE,CROW FOREST,キッズ・ジュニア修斗B,2019-11-24,https://www.shooto-mma.com/fighters/?id=1246,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ikuya-akabane,,,
46,安芸 佳孝Z,Aki Z Yoshitaka,アンドレイオス,ストロー級 [ -52.2 Kg ]B,2010-04-04,https://www.shooto-mma.com/fighters/?id=46,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",aki-z-yoshitaka,,,
193,AKI,AKI,壬生狼,バンタム級 [ -61.2 Kg ]B,2012-07-08,https://www.shooto-mma.com/fighters/?id=193,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",aki,,,
776,秋葉 太樹,Taiki Akiba,総合格闘技道場reliable,バンタム級 [ -61.2 Kg ]B,2016-06-19,https://www.shooto-mma.com/fighters/?id=776,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",taiki-akiba,,,
496,秋久 哲也,Tetsuya Akihisa,,フライ級 [ -56.7 Kg ]B,2006-05-14,https://www.shooto-mma.com/fighters/?id=496,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tetsuya-akihisa,,,
968,秋山 翼,Tsubasa Akiyama,毛利道場,バンタム級 [ -61.2 Kg ]B,2022-12-04,https://www.shooto-mma.com/fighters/?id=968,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tsubasa-akiyama,,,
342,アキラ,Akira,久我山ラスカルジム,ライト級 [ -70.3 Kg ]B,2012-07-16,https://www.shooto-mma.com/fighters/?id=342,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akira,,,
919,浅倉 カンナ,Kanna Asakura,パラエストラ松戸,女子アトム級 [ -47.6 Kg ]B,2016-07-17,https://www.shooto-mma.com/fighters/?id=919,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kanna-asakura,,,
525,浅野 篤司,Atsushi Asano,,バンタム級 [ -61.2 Kg ]B,2007-07-20,https://www.shooto-mma.com/fighters/?id=525,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",atsushi-asano,,,
1505,朝日 彗仁,KEITO ASA|HI,TARGET SHIBUYA,キックボクシングB,2023-06-18,https://www.shooto-mma.com/fighters/?id=1505,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",keito-asahi,,,
1098,旭那 拳,Ken Asahina,THE BLACKBELT JAPAN,ストロー級 [ -52.2 Kg ]B,2026-01-18,https://www.shooto-mma.com/fighters/?id=1098,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ken-asahina,,YES,
625,浅利 孝政,Takamasa Asari,BURST,バンタム級 [ -61.2 Kg ]B,2019-12-15,https://www.shooto-mma.com/fighters/?id=625,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takamasa-asari,,,
845,芦川 祥教,Yoshinori Ashikawa,,ミドル級 [ -83.9 Kg ]B,2005-07-14,https://www.shooto-mma.com/fighters/?id=845,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yoshinori-ashikawa,,,
1266,東 寛貴,HIROKI AZUMA,NEW GROUND,フェザー級 [ -65.8 Kg ]B,2020-01-19,https://www.shooto-mma.com/fighters/?id=1266,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hiroki-azuma,,,
1442,安海 健人,KENTO AZUMI,ALMA FIGHT GYM BASE,ライト級 [ -70.3 Kg ]B,2026-02-28,https://www.shooto-mma.com/fighters/?id=1442,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kento-azumi,,YES,
420,安達 明彦,Akihiko Adachi,パラエストラ松戸,ミドル級 [ -83.9 Kg ]B,2007-08-05,https://www.shooto-mma.com/fighters/?id=420,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akihiko-adachi,,,
951,安谷屋 智弘,Tomohiro Adaniya,闘心,フライ級 [ -56.7 Kg ]B,2015-10-03,https://www.shooto-mma.com/fighters/?id=951,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tomohiro-adaniya,,,
462,アッキ 公太,Kota Akki,,フライ級 [ -56.7 Kg ]B,2009-01-31,https://www.shooto-mma.com/fighters/?id=462,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kota-akki,,,
47,阿藤 リトル,Little Ato,GUTSMAN,ストロー級 [ -52.2 Kg ]B,2013-02-23,https://www.shooto-mma.com/fighters/?id=47,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",little-ato,,,
637,阿仁鬼,ANIKI,マルスジム,フェザー級 [ -65.8 Kg ]B,2022-06-05,https://www.shooto-mma.com/fighters/?id=637,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",aniki,,,
1282,阿部 みこと,MIKOTO ABE,CROW FOREST,キッズ・ジュニア修斗B,2026-01-18,https://www.shooto-mma.com/fighters/?id=1282,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mikoto-abe,,,
48,阿部 剛,Tsuyoshi Abe,TKエスペランサ,ストロー級 [ -52.2 Kg ]B,2018-10-21,https://www.shooto-mma.com/fighters/?id=48,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tsuyoshi-abe,,,
1341,阿部 光太,KOTA ABE,パンクラスイズム横浜,アマチュア修斗B,2021-06-26,https://www.shooto-mma.com/fighters/?id=1341,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kota-abe,,,
1653,阿部 優心,YUSHIN ABE,TEAM TEPPEN,Stand upB,2024-07-28,https://www.shooto-mma.com/fighters/?id=1653,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yushin-abe,,,
687,阿部 右京,Ukyo Abe,総合格闘技道場STF,フェザー級 [ -65.8 Kg ]B,2013-05-12,https://www.shooto-mma.com/fighters/?id=687,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ukyo-abe,,,
194,阿部 貴広,Takahiro Abe,トイカツ道場,バンタム級 [ -61.2 Kg ]B,2016-05-28,https://www.shooto-mma.com/fighters/?id=194,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takahiro-abe,,,
421,アベール 田中,Abel Tanaka,シューティングジム神戸,ミドル級 [ -83.9 Kg ]B,,https://www.shooto-mma.com/fighters/?id=421,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",abel-tanaka,,,
268,天草 ストロンガー 四郎,Shiro Amakusa,総合格闘技チームソフトコンタクト,フェザー級 [ -65.8 Kg ]B,2018-09-30,https://www.shooto-mma.com/fighters/?id=268,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shiro-amakusa,,,
1043,天雷 しゅんすけ,Shunsuke Amarai,UNDER GROUND,フェザー級 [ -65.8 Kg ]B,2018-11-18,https://www.shooto-mma.com/fighters/?id=1043,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shunsuke-amarai,,,
1897,愛結菜,AYUNA,東北AVANTI,CKCB,2026-01-18,https://www.shooto-mma.com/fighters/?id=1897,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ayuna,,,
49,新井 丈,JO ARAI,和術慧舟會HEARTS,ストロー級 [ -52.2 Kg ]B,2025-11-16,https://www.shooto-mma.com/fighters/?id=49,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jo-arai,arai-jo,,YES
1253,新井 拓巳,TAKUMI ARAI,ストライプル新百合ケ丘,バンタム級 [ -61.2 Kg ]B,2025-03-23,https://www.shooto-mma.com/fighters/?id=1253,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takumi-arai,,,
344,荒川 大輔,Daisuke Arakawa,ベラトレオ,ライト級 [ -70.3 Kg ]B,2015-12-20,https://www.shooto-mma.com/fighters/?id=344,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",daisuke-arakawa,,,
1892,アラミ,ARAMI,X-TREME EBINA,女子ストロー級B,2026-12-31,https://www.shooto-mma.com/fighters/?id=1892,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",arami,,,
561,有川 大介,Daisuke Arikawa,パラエストラ小岩,フェザー級 [ -65.8 Kg ]B,2019-06-16,https://www.shooto-mma.com/fighters/?id=561,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",daisuke-arikawa,,,
1087,有馬 鉄太,Arima Tetta,THE BLACKBELT JAPAN,キッズ・ジュニア修斗B,2026-06-01,https://www.shooto-mma.com/fighters/?id=1087,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",arima-tetta,,,
1709,有松 朋晃,TOMOAKI ARIMATSU,MMA RANGERS GYM,バンタム級 [ -61.2 Kg ]B,2025-10-11,https://www.shooto-mma.com/fighters/?id=1709,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tomoaki-arimatsu,,,
114,有本 侑紀,Yuki Arimoto,KING GYM,フライ級 [ -56.7 Kg ]B,2015-09-06,https://www.shooto-mma.com/fighters/?id=114,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuki-arimoto,,,
343,アローイ 石橋,Aroi Ishibashi,パラエストラ札幌,ライト級 [ -70.3 Kg ]B,2014-10-05,https://www.shooto-mma.com/fighters/?id=343,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",aroi-ishibashi,,,
195,安藤 達也,Tatsuya Ando,フリー,バンタム級 [ -61.2 Kg ]B,2022-03-21,https://www.shooto-mma.com/fighters/?id=195,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tatsuya-ando,ando-tatsuya,,
