slug	name	date	event	opponent	methodRaw	promotion
kimura-takaaki	木村天鮮	2005-05-15	全日本キックボクシング連盟「STRAIGHT」	正巳	2R 1:07 KO（右ストレート）	全日本キックボクシング連盟
takigawa-ryou	瀧川リョウ	2004-05-16	全日本キックボクシング連盟「Fire Wire」	西田和嗣	1R 2:53 KO（左膝蹴り）	全日本キックボクシング連盟
nishida-kazushi	西田和嗣	2004-05-16	全日本キックボクシング連盟「Fire Wire」	滝川リョウ	1R 2:53 KO（左膝蹴り）	全日本キックボクシング連盟
nobuchika-terado	寺戸伸近	2004-05-16	全日本キックボクシング連盟「Fire Wire」	正巳	3R終了 判定1-0	全日本キックボクシング連盟
nobuchika-terado	寺戸伸近	2004-05-14	全日本キックボクシング連盟「Fire Wire」	正巳	3R 判定	RISE
yamauchi-yuutarou	山内佑太郎	2004-05-16	全日本キックボクシング連盟「Fire Wire」	千葉友浩	5R 0:41 KO（右ローキック）	全日本キックボクシング連盟
yamamoto-yuuya	山本優弥	2004-05-16	全日本キックボクシング連盟「Fire Wire」	モネ・ハビエル	3R 0:53 KO（右フック）	全日本キックボクシング連盟
takigawa-ryou	瀧川リョウ	2003-07-21	BRAVE 2003	マーク・ラッセル	2R 1:42 KO	Wikipedia(その他団体)
daiguuji-susumu	大宮司進	2003-07-21	BRAVE 2003	森本達也	5R終了 判定3-0	Wikipedia(その他団体)
takigawa-ryou	瀧川リョウ	2000-08-27	ニュージャパンキックボクシング連盟「MILLENNIUM WARS 7」	サンチアゴ・ダニエウ・マカルチ	1R 2:40 KO	NJKF
robu-kaman	ロブ・カーマン	1995-01-07	K-2 France Grand Prix 1995	ジェロム・ターカン	3R+延長1R KO（ハイキック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1995-01-07	K-2 France Grand Prix 1995	トスカ・ペトリディス	3分3R終了 判定	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1995-01-07	K-2 France Grand Prix 1995	ラベル・ロビンソン	1R 2:35 KO（ローキック）	Wikipedia(その他団体)
tosuka-petoridisu	トスカ・ペトリディス	1995-01-07	K-2 France Grand Prix 1995	ロブ・カーマン	3R終了 判定	Wikipedia(その他団体)
tosuka-petoridisu	トスカ・ペトリディス	1995-01-07	K-2 France Grand Prix 1995	Tonoyan	2R KO	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1993-12-19	K-2 GRAND PRIX '93	チャンプア・ゲッソンリット	3分3R終了 判定3-0	Wikipedia(その他団体)
chanpua-gesonrito	チャンプア・ゲッソンリット	1993-12-19	K-2 GRAND PRIX '93	アーネスト・ホースト	4R 0:40 TKO（右ハイキック）	Wikipedia(その他団体)
chanpua-gesonrito	チャンプア・ゲッソンリット	1993-12-19	K-2 GRAND PRIX '93	タシス"トスカ"ペトリディス	3分3R終了 判定3-0	Wikipedia(その他団体)
chanpua-gesonrito	チャンプア・ゲッソンリット	1993-12-19	K-2 GRAND PRIX '93	ロブ・カーマン	3分3R終了 判定3-0	Wikipedia(その他団体)
atokawa-toshiyuki	後川聡之	1993-12-10	K-2 GRAND PRIX '93	タシス"トスカ"ペトリディス	3R終了 判定0-3	Wikipedia(その他団体)
tosuka-petoridisu	トスカ・ペトリディス	1993-12-10	K-2 GRAND PRIX '93	チャンプア・ゲッソンリット	3R終了 判定0-3	Wikipedia(その他団体)
tosuka-petoridisu	トスカ・ペトリディス	1993-12-10	K-2 GRAND PRIX '93	後川聡之	3R終了 判定3-0	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1992-12-11	格闘技シンポジウム～総合格闘技完成前夜	アダム・ワット	2R 0:49  KO（左フック）	Wikipedia(その他団体)
adamu-wato	アダム・ワット	1992-12-11	格闘技シンポジウム～総合格闘技完成前夜	ロブ・カーマン	2R 0:49 KO（左フック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1992-08-21	リングス MEGA BATTLE SPECIAL 礎～ISHIZUE	佐竹雅昭	5R終了　ドロー	Wikipedia(その他団体)
satake-masaaki	佐竹雅昭	1992-08-21	リングス MEGA BATTLE SPECIAL 礎～ISHIZUE	ロブ・カーマン	3分5R終了 時間切れ	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1992-03-26	硬派er～'92格闘技オリンピックⅠ	アダム・ワット	2R 2:18 KO（左ボディアッパー）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1990-09-28	INSPIRING WARS HEAT 928 IN BUDOKAN	西良典	1R 1:51　KO（右ロングフック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1990-06-30	INSPIRING WARS-HEAT630WKA世界ジュニアライトヘビー級タイトルマッチ	ピーター・スミット	10R 2:09　KO（右ストレート）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1990-03-31	INSPIRING WARS SECOND	ドミニク・シーグラー	1R 2:21　KO（右ローキック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1989-09-05	今世紀最大の激突！	ドン・中矢・ニールセン	3R 0:44 KO（右ショートフック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1988-11-25	格闘技大戦争パート5	ショーン・オレガン	2R 1:00　KO（左フック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1988-10-14	格闘技大戦争パート4	カリブ・ゲイブ・カールマイケル	3R 1:43　KO（右ローキック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1988-07-16	格闘技大戦争 Part III	サンディアゴ・ガルザ	3R 0:35 KO（右ローキック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1988-05-29	格闘技大戦争PART2	ハンスー・プレムチャイ	1R 1:46　KO（パンチ連打）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1988-03-12	格闘技大戦争	カークウッド・ウォーカー	4R 1;55　KO（左フック）	Wikipedia(その他団体)
robu-kaman	ロブ・カーマン	1987-11-15	BEST OF KICK BOXING Super Fight 3	ラクチャート・ソーパサドポン	1R 0:38　KO（右ボディストレート）	Wikipedia(その他団体)
hiroya	HIROYA	2016-11-26	中国・「FAITH FIGHT CHAMPIONSHIP」	ワン・ユェンレイ	1R KO（右ストレート）	Wikipedia(その他団体)
hiroya	HIROYA	2016-09-23	中国・「EM-LEGEND」	ラスール	3R TKO	Wikipedia(その他団体)
hiroya	HIROYA	2013-12-10	MAX MUAYTHAI THE FINAL CHAPTER	イゴール・ルブシェンコ	3R KO	Wikipedia(その他団体)
hiroya	HIROYA	2013-10-06	MAX MUAYTHAI WORLD CHAMPION 2013 JAPAN	サパーンペット・シットイティスカトー	3R終了 判定3-0	Wikipedia(その他団体)
satou-yoshihiro	佐藤嘉洋	2013-10-06	MAX MUAYTHAI WORLD CHAMPION 2013 JAPAN	ブアカーオ・ポー.プラムック	3R終了 判定0-3	Wikipedia(その他団体)
morii-yosuke	森井 洋介	2013-10-06	MAX MUAYTHAI WORLD CHAMPION 2013 JAPAN	ムンファン・ポー.ポンサワン	KO	Bigbang
mina-2	未奈	2013-10-06	MAX MUAYTHAI WORLD CHAMPION 2013 JAPAN	プーラッホン・シットヂャーデーン	3R 判定	SHOOT BOXING
hiroya	HIROYA	2013-03-10	Road to GLORY JAPAN -65kg SLAM	野杁正明	3R終了 判定0-2	GLORY
matsuoka-riki	松岡 力	2013-03-10	Road to GLORY JAPAN -65kg SLAM	藤田ゼン	3R 1:05 TKO（右ストレート）	GLORY
kajiwara-ryuuji	梶原龍児	2013-03-10	Road to GLORY JAPAN -65kg SLAM	小宮由紀博	延長R終了 判定0-3	GLORY
mohan-doragon	モハン・ドラゴン	2013-03-10	Road to GLORY JAPAN -65kg SLAM	裕樹	判定	Bigbang
urabe-hirotaka	卜部弘嵩	2013-03-10	Road to GLORY JAPAN -65kg SLAM	SHIGERU	延長R 0:28 TKO (ドクターストップ)	GLORY
noiri-masaaki	野杁正明	2013-03-10	Road to GLORY JAPAN -65kg SLAM	裕樹	2R 1:35 TKO（右ストレート）	GLORY
noiri-masaaki	野杁正明	2013-03-10	Road to GLORY JAPAN -65kg SLAM	小宮由紀博	3R終了 判定2-0	GLORY
noiri-masaaki	野杁正明	2013-03-10	Road to GLORY JAPAN -65kg SLAM	HIROYA	3R終了 判定2-0	GLORY
hiroya	HIROYA	2012-12-02	谷山ジム「ビッグバン・統一への道 其の十一」	チョンデーン・チューワッタナ	2R 0:30 KO（右ローキック）	Bigbang
hiroya	HIROYA	2012-02-25	谷山ジム「ビッグバン・統一への道 其の八」	巨輝	3R終了 判定1-2	Bigbang
komiya-yukihiro	小宮由紀博	2012-02-25	谷山ジム「ビッグバン・統一への道 其の八」	名城裕司	3R終了 判定0-2	Bigbang
nashiro-yuuji	名城裕司	2012-02-25	谷山ジム「ビッグバン・統一への道 其の八」	小宮由紀博	3R終了 判定2-0	Bigbang
hiroya	HIROYA	2008-11-17	タイ	トゥイサクレック・ソーウォントーン	3R KO	Wikipedia(その他団体)
matsumoto-toshio	松本哉朗	2004-06-09	タイ	デーチャリット・ゴーギアットナン	3R TKO	Wikipedia(その他団体)
demitori-shakuta	デミトリー・シャクタ	2000-11-11	タイ	パジョンスック	5R終了 判定	Wikipedia(その他団体)
hayato	HAYATO	2002-12-01	タイ	レームトー・チャイヤプーム	判定0-2	Wikipedia(その他団体)
ishige-shinya	石毛慎也	2005-08-12	タイ	タイガーウッド	5R終了 判定	Wikipedia(その他団体)
ishige-shinya	石毛慎也	2004-12-05	タイ	シィンヨック・ソーシラパン	5R終了 判定	Wikipedia(その他団体)
ishige-shinya	石毛慎也	2004-03-22	タイ	フェッサヤーム・サッカウィン	4R KO	Wikipedia(その他団体)
ishige-shinya	石毛慎也	2003-12-05	タイ	サッダム・ギャットヨンユット	4R KO	Wikipedia(その他団体)
hiroya	HIROYA	2008-07-27	ラジャダムナン・スタジアム「スッグ・ラーチャダムヌンチューチャルン TRUE VISION」	クントーン・ハーントーンヤワラー	1R 1:30 KO（左フック）	ラジャダムナン
hiroya	HIROYA	2008-05-22	ラジャダムナン・スタジアム「KIATYONGYUT BATTLE」	スックカセーム・ギャットヨンユット	5R終了 判定0-3	ラジャダムナン
hiroya	HIROYA	2007-09-01	日タイ修好120周年記念認可事業 ムエタイ日-タイ交流戦 〜伝承〜 INHERIT / 第9回NPO法人Kリーグインターナショナルネットワークス国際大会	サクダー・ルークロムクラーオ	2R TKO（レフェリーストップ：右フック）	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2007-05-02	WBKF Eurasia Championship	セルゲイ・グール	3R終了 判定	Wikipedia(その他団体)
serugei-guru	セルゲイ・グール	2007-05-02	WBKF Eurasia Championship	ルスラン・アヴァソフ	3R終了 判定	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2006-12-06	Fight Club Arbat	セルゲイ・グール	判定3-0	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2005-12-21	Fight Club Arbat	アレクセイ・オルロフ	4R TKO	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2005-04-20	Fight Club Arbat	エドゥアルド・ボズノビッチ	3R TKO	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2005-04-20	Fight Club Arbat	スレン・カラヤン	3R終了 判定3-0	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2004-09-22	Fight Club Arbat	ミルコ・ブラホビッチ	2R KO	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2004-08-04	Fight Club Arbat	アンドレイ・ズラウコフ	判定3-0	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2004-06-09	Fight Club Arbat	デビッド・シュベリデゼ	判定3-0	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2007-01-17	Fight Club Arbat	オレッグ・ドラギュッシュ	判定3-0	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2006-12-20	Fight Club Arbat	アンドレイ・ズラウコフ	3R KO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2006-04-26	Fight Club Arbat	スレン・カラヤン	判定3-0	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2006-04-12	Fight Club Arbat	シャミル・マゴメドフ	3R KO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2006-02-01	Fight Club Arbat	デニス・ポドリャチン	1R KO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2005-12-07	Fight Club Arbat	ジョージ・アミルグラシビリ	ドロー	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2005-10-12	Fight Club Arbat	タルマン・シェリフス	3R TKO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2005-07-13	Fight Club Arbat	ザビット・サメドフ	4R TKO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2005-03-30	Fight Club Arbat	アンテム・ヤシュノフ	4R KO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2005-01-19	Fight Club Arbat	エドワード・ツクォエフ	判定3-0	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2004-08-25	Fight Club Arbat	アレクセイ・ヴェセロウゾロフ	1R KO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2004-07-07	Fight Club Arbat	ウラジミール・マリニン	2R TKO	Wikipedia(その他団体)
anatori-nosuirefu	アナトリー・ノスイレフ	2005-08-24	Fight Club Arbat	スレン・カラヤン	不明	Wikipedia(その他団体)
zabito-samedofu	ザビット・サメドフ	2005-07-13	Fight Club Arbat	アレクセイ・クジン	4R TKO	Wikipedia(その他団体)
zabito-samedofu	ザビット・サメドフ	2005-03-30	Fight Club Arbat	ルスラン・バクラノフ	5R KO	Wikipedia(その他団体)
zabito-samedofu	ザビット・サメドフ	2005-01-26	Fight Club Arbat	サリム・アバカロフ	5R TKO	Wikipedia(その他団体)
zabito-samedofu	ザビット・サメドフ	2004-12-15	Fight Club Arbat	ザウル・アクメドフ	判定3-0	Wikipedia(その他団体)
arutouru-kishienko	アルトゥール・キシェンコ	2006-03-29	Fight Club Arbat	アレクサンダー・デムチェンコ	3R TKO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2007-01-24	Fight Club Arbat	アンドレイ・キャノピー	3R KO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2006-08-02	Fight Club Arbat	ディミトリ・アントネンコ	4R KO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2006-06-07	Fight Club Arbat	アーテム・ヤシュノフ	3R TKO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2006-04-26	Fight Club Arbat	マキシム・ネレドバ	6R TKO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2006-03-01	Fight Club Arbat	ユージン・ギュバー	4R TKO	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2005-12-21	Fight Club Arbat	サリム・アバカロフ	3R終了 判定3-0	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2005-10-26	Fight Club Arbat	アンドレイ・キンドリッチ	3R終了 判定3-0	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2005-07-27	Fight Club Arbat	ニコライ・サヴィン	3R終了 判定3-0	Wikipedia(その他団体)
paberu-zurafuriofu	パベル・ズラフリオフ	2005-06-29	Fight Club Arbat	ルスラン・バクラノフ	1R KO	Wikipedia(その他団体)
serugei-guru	セルゲイ・グール	2006-12-06	Fight Club Arbat	ルスラン・アヴァソフ	判定0-3	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2006-10-25	CIS(WBKF) Title (+93kg) @ Club Arbat	アレクセイ・クジン	7R TKO	Wikipedia(その他団体)
arekusei-kujin	アレクセイ・クジン	2006-10-25	CIS(WBKF) Title (+93kg) @ Club Arbat	ルスラン・アヴァソフ	7R TKO	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2005-06-07	Bishkek, kyrgyzstan, Stadium "Spartacus"	アレクサンダー・ウスティノフ	不明	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2005-06-07	Bishkek, kyrgyzstan, Stadium "Spartacus"	ルスラン・アヴァソフ	不明	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2005-06-07	Bishkek, kyrgyzstan, Stadium "Spartacus"	エドゥアルド・ボズノビッチ	不明	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2005-06-07	Bishkek, kyrgyzstan, Stadium "Spartacus"	アンドレイ・ズラウコフ	不明	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2004-11-17	WBKF Europe Championship	エドゥアルド・ボズノビッチ	3R終了 判定1-2	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2003-12-24	Tournament "Cup of Gold Bars" (over 91 kg)	アレクサンダー・ウスティノフ	6R KO	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2003-12-24	Tournament "Cup of Gold Bars" (over 91 kg)	ルスラン・アヴァソフ	6R KO	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2003-10-29	Tournament "Cup of Gold Bars" (over 91 kg)	アンドレイ・キルサノフ	5R終了 判定3-0	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2003-10-29	Tournament "Cup of Gold Bars" (over 91 kg)	アンドレイ・リバルコ	3R終了 判定3-0	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2003-07-02	Tournament "Cup of Gold Bars" (over 91 kg)	セルゲイ・アルヒポフ	5R終了 判定	Wikipedia(その他団体)
arekusanda-usutinofu	アレクサンダー・ウスティノフ	2003-07-02	Tournament "Cup of Gold Bars" (over 91 kg)	アンドレイ・キルサノフ	3R終了 判定	Wikipedia(その他団体)
rusuran-avasofu	ルスラン・アヴァソフ	2003-02-26	BARS	スレン・カラヤン	ドロー	Wikipedia(その他団体)
serugei-guru	セルゲイ・グール	2002-08-07	BARS	サビア・イブラギモフ	3R KO	Wikipedia(その他団体)
nakazawa-seiya	中澤 誠弥	2023-07-02	KROSS×OVER-EXTRA.4-	野村リトル知生	3R 1’4” KO	KROSS×OVER
uomu	ウォーム	2023-07-02	KROSS×OVER-EXTRA.4-	桃翔	3R 判定	RISE
tasuku-okubo	大久保 祐	2023-07-02	KROSS×OVER-EXTRA.4-	松崎 光輝	判定2-0(20：19 20：19 20：20)	KROSS×OVER
hoshino-kodai	星野 航大	2023-07-02	KROSS×OVER-EXTRA.4-	大久保 峻	1R 2’8” KO	KROSS×OVER
haru-201	HARU	2023-07-02	KROSS×OVER-EXTRA.4-	北野ひなた	判定0-3(27：30 27：30 27：30)	KROSS×OVER
yushi	YUSHI	2019-06-22	MAX FC 19	チョ・サンへ	5R TKO	SHOOT BOXING
shuto-sato	佐藤執斗	2019-06-22	MAX FC 19	チョ.アルトゥール	5R 判定	SHOOT BOXING
yushi	YUSHI	2019-03-15	MAX FC17	トレント・ギルダム	2R KO	SHOOT BOXING
yushi	YUSHI	2018-08-28	WMCI-1 I-1GP2018	Jonathan Tuhu	2R KO	SHOOT BOXING
yushi	YUSHI	2016-12-04	S-BATTLE 2016 冬の陣	HIROYUKI	3R 判定	SHOOT BOXING
yushi	YUSHI	2015-11-22	S-BATTLE Vol.11 2015 冬の陣	淳平	3R 判定	SHOOT BOXING
yushi	YUSHI	2015-11-01	SHOIOT BOXING YOUNG CEASER CUP CENTRAL #15	古賀健人	3R 判定	SHOOT BOXING
yushi	YUSHI	2015-06-07	DEEP NAGOYA IMPACT 2015 公武堂ファイト	下田 大助	3R 判定	SHOOT BOXING
yushi	YUSHI	2013-09-15	DEEP HAMAMATSU IMPACT 2013	山中 洸武	3R KO	SHOOT BOXING
okuyama-takahiro	奥山 貴大	2013-09-15	DEEP HAMAMATSU IMPACT 2013	佐藤 篤史	3R 判定	SHOOT BOXING
matsuura-tomoki	松浦知希	2004-10-11	Inspire-S-vol.2(名古屋市公会堂)	チャーリー・ビッグショトキャンプ	3R終了 延長2回判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	2004-01-25	Inspire-S-(名古屋ダイアモンドホール)	SONE"ARCH ANGEL"VANNTY(オーストラリア)	4R KO勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1998-09-05	東京後楽園ホール	前田辰也	3R終了 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1998-06-04	東京後楽園ホール	島野智広	3R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1993-09-17	東京後楽園ホール	福本龍太郎	2R 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1998-07-17	シュートダブルクロス 3rd.(大阪府立第2体育館)	高田健一郎	1R O'17 KO勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1997-10-10	名古屋市公会堂	井瀬活大	5R(延長2R) 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1997-03-16	名古屋市公会堂	中島稔倫	5R 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1994-01-23	名古屋市公会堂	福本龍太郎	2R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1993-12-13	名古屋市公会堂	佐藤孝也	3R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1997-05-09	代々木第2体育館	大村勝巳	3R 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1996-10-27	風吹ジム特設リング	前山邦丸	1R KO勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1996-04-14	風吹ジム特設リング	江本吉宏	2R KO勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1996-07-19	大阪府立第2体育館	藤岡一也	2R KO勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1993-12-06	大阪府立第2体育館	村浜武洋	3R(延長1R) 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1993-07-21	大阪府立第2体育館	横山浩	2R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1992-12-09	大阪府立第2体育館	田中秀機	2R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	None	大阪府立第2体育館	江本吉宏	2R 判定負け	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1996-02-11	尼崎体育館	前山邦丸	2R 判定勝ち	Wikipedia(その他団体)
matsuura-tomoki	松浦知希	1995-08-24	露橋スポーツセンター	前田辰也	3R 判定負け	Wikipedia(その他団体)
ian-shafa	イアン・シャファー	2009-07-04	PROUD WARRIOR PRODUCTION	丸山準一	3R終了 判定1-2	Wikipedia(その他団体)
ian-shafa	イアン・シャファー	2009-05-09	Standing Alone	トム・レロ	1R KO	Wikipedia(その他団体)
kaito-2	海人	2025-05-23	ONE FridayFights 109	モハメド・シアサラニ	3R 判定	SHOOT BOXING
kaito-2	海人	2023-08-19	GLORY 87	ティジャニ・ベスタティ	5R 判定	SHOOT BOXING
kaito-2	海人	2022-06-19	THE MATCH 2022	野杁 正明	4R 判定	SHOOT BOXING
yuki-kasahara	笠原友希	2022-06-19	THE MATCH 2022	中島 千博	3R 判定	SHOOT BOXING
kaito-2	海人	2021-02-28	REBELS ～The FINAL～	日菜太	3R 判定	SHOOT BOXING
kaito-2	海人	2020-08-10	RIZIN.23 -CALLING OVER-	ルクク・ダリ	3R 判定	SHOOT BOXING
kaito-2	海人	2018-12-09	KING OF KNOCK OUT 2018	水落 洋祐	3R TKO	SHOOT BOXING
shunta	駿太	2018-12-09	KING OF KNOCK OUT 2018	村田 裕俊	KO	Bigbang
ogasawara-eisaku	小笠原 瑛作	2018-12-09	KING OF KNOCK OUT 2018	髙橋亮	5R終了 判定3-0	KNOCK OUT
borudobatoru-arutandorugun	ボルドバートル・アルタンドルグーン	2018-12-09	KING OF KNOCK OUT 2018	重森 陽太	2R KO	SHOOT BOXING
manazo-kobayashi	小林愛三	2018-12-09	KING OF KNOCK OUT 2018	伊藤紗弥	5R 判定	RISE
fukashi	不可思	2018-12-09	KING OF KNOCK OUT 2018	山口 侑馬	判定	Bigbang
itou-saya	伊藤紗弥	2018-12-09	KING OF KNOCK OUT 2018	小林愛三	5R 判定0-2	KNOCK OUT
uzatsuyo-yoshiya	ウザ強ヨシヤ	2018-07-28	RIZIN.11	海 人	2RKO	RISE
kaito-2	海人	2017-03-12	静岡キック vol.3	岩崎 悠斗	4R 判定	SHOOT BOXING
kaito-2	海人	2016-12-23	力搏宁戦II	リュウ・ヤ	3R 判定	SHOOT BOXING
kaito-2	海人	2015-10-03	THE LAST BOMB ナグランチューン・マーサM16引退記念試合	安保 瑠輝也	2R KO	SHOOT BOXING
petosankomu-so-sonmai	ペットサンコム・ソー・ソンマイ	2024-10-25	ONE Friday Fights 84	サンデー・ブーンデクシアン	マジョリティ判定	ONE Championship
yuki-kasahara	笠原友希	2024-10-25	ONE Friday Fights 84	ソンラック・シット・ポー・ジョ・ーウォー	3R 判定	SHOOT BOXING
yuki-kasahara	笠原友希	2024-10-25	ONE Friday Fights 84	ソンラック	ユナニマス判定	ONE Championship
yuki-kasahara	笠原友希	2024-10-25	ONE Friday Fights 84	ソンラック・フェアテックス	3R終了 判定0-3	ONE Championship
taisei-kondo	近藤大晟	2024-12-15	HOOST CUP KINGS NAGOYA16	内本 築	2R KO	RISE
taisei-kondo	近藤大晟	2022-07-10	KINGS NAGOYA11	吉田開威	TKO	HoostCup
vikutoru-akimofu	ヴィクトル・アキモフ	2022-07-10	KINGS NAGOYA11	吉田理玖	3R 2’39” KO	HoostCup
jitsukata-kosuke	実方 宏介	2022-07-10	KINGS NAGOYA11	MAMUTI	1R 2'28" TKO (右フック)	HoostCup
koki-4	康輝	2022-07-10	KINGS NAGOYA11	剛王		HoostCup
haru	暖	2022-07-10	KINGS NAGOYA11	三井泰地	2R 1’48” 反則 (バッティングで続行不能)	HoostCup
taishi-hiratsuka	平塚大士	2022-07-10	KINGS NAGOYA11	HIRO･YAMATO	判定0-3 (48-50/48-50/48-50)	HoostCup
takuya-taira	泰良拓也	2022-07-10	KINGS NAGOYA11	エディラヨ・イスマエル	判定3-0 (29-26/29-26/29-27)	HoostCup
kenta-mori	森 謙太	2022-07-10	KINGS NAGOYA11	ジャイロ楠	1R 1’03” TKO	HoostCup
go-oh	剛王	2022-07-10	KINGS NAGOYA11	康輝		HoostCup
pita-maesutorobichi	ピーター・マエストロビッチ	2007-11-27	Night of Fighters 4	エルギン・ソルマズ	2R 2:15 KO	Wikipedia(その他団体)
arekisanda-pichukunofu	アレキサンダー・ピチュクノフ	2005-08-20	一撃 8.20 ICHIGEKI	ヒリワ・テ・ランギ	1R 2:53 KO（右上段後ろ回し蹴り）	Wikipedia(その他団体)
pita-bondorachieku	ピーター・ボンドラチェック	2005-08-20	一撃 8.20 ICHIGEKI	バスラック・デュスコ	3R終了 判定0-0	Wikipedia(その他団体)
arekisanda-pichukunofu	アレキサンダー・ピチュクノフ	2005-03-19	一撃 3.19 ICHIGEKI（パリ）	シリル・ディアバテ	4R終了 判定	Wikipedia(その他団体)
arekisanda-pichukunofu	アレキサンダー・ピチュクノフ	2003-02-22	一撃 2.22 ICHIGEKI	グレート草津	3R終了 判定0-1	Wikipedia(その他団体)
nishida-kazushi	西田和嗣	2003-02-22	一撃 2.22 ICHIGEKI	マウリシオ・ダ・シルバ	2R 1:34 KO	Wikipedia(その他団体)
